REPORT_RECEIVED_DATE,IYEAR,REPORT_TYPE,OPERATOR_ID,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,RESTART_DATETIME,IGNITE_IND,UPSTREAM_ACTION_TAKEN,ON_OFF_SHORE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,CROSSING,SYSTEM_PART_INVOLVED,ITEM_INVOLVED,PIPE_DIAMETER,PIPE_MANUFACTURER,COATING,COATING_APPLIED_IND,INSTALLATION_YEAR,MANUFACTURED_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,CLASS_LOCATION_TYPE,COULD_BE_HCA,PIR_RADIUS,HEAT_DAMAGE_IND,EST_COST_OPER_PAID,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,GAS_COST_IN_MCF,PRPTY,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,WILDLIFE_IMPACT_IND,ACCIDENT_PSIG,GAS_FLOW_IN_PIPE_IN_MCF,MOP_PSIG,ACCIDENT_PRESSURE,PIPELINE_FUNCTION,ACCIDENT_IDENTIFIER,INVESTIGATION_STATUS,CAUSE,CAUSE_DETAILS,INCIDENT
3/25/2020,2020,SUPPLEMENTAL FINAL,39352,"GENESIS OFFSHORE HOLDINGS, LLC",HOUSTON,TX,NATURAL GAS,2860,0,NO,0,NO,0,YES,3/1/2020 9:00,3/18/2020 0:00,NO,VALVE CLOSURE,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",VALVE,,,0,,1978,UNKNOWN,CARBON STEEL,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,1138,NO,0,5434,0,778000,0,1.9,783434,0,0,0,0,NO,875,1200,1440,PRESSURE DID NOT EXCEED MAOP,OFFSHORE GATHERING,AIR PATROL,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
3/13/2020,2020,SUPPLEMENTAL FINAL,32163,ROCKIES EXPRESS PIPELINE LLC,LAKEWOOD,CO,NATURAL GAS,5748.15,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,2016,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,660,NO,0,10059,0,0,0,1.75,10059,0,0,0,0,NO,730,0,1480,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
3/18/2020,2020,SUPPLEMENTAL FINAL,4900,KINDER MORGAN TEJAS PIPELINE,HOUSTON,TX,NATURAL GAS,22240,0,NO,0,NO,0,YES,2/18/2020 3:35,4/21/2020 13:45,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,30,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,8.625,YOUNGSTOWN,COAL TAR,UNKNOWN,1950,1950,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,168,NO,0,45370,0,50000,1500,2.04,96870,0,0,0,0,NO,744,3401,795,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),1
3/12/2020,2020,ORIGINAL FINAL,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",OWENSBORO,KY,NATURAL GAS,430,3343,NO,0,NO,0,YES,2/17/2020 15:45,2/19/2020 19:46,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,OTHER,,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES","TAP FITTING(STOPPLE, THREAD-O-RING, WELD-O-LET, ETC.)",,,0,,1946,UNKNOWN,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 1 LOCATION,NO,282,NO,0,697,5416,232000,0,1.62,238113,0,0,0,0,NO,446,11000,498,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,AIR PATROL,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,1
3/16/2020,2020,SUPPLEMENTAL FINAL,9171,"MARKWEST JAVELINA PIPELINE COMPANY, L.L.C.",DENVER,CO,OTHER GAS,2598,161,NO,0,NO,0,YES,2/17/2020 10:03,4/25/2020 11:00,YES,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,20,UNKNOWN,EPOXY,NO,1990,UNKNOWN,CARBON STEEL,RUPTURE,,,,CLASS 3 LOCATION,NO,226,NO,320000,6482,402,260000,75000,2.495,3311884,0,0,0,1,NO,55,11100,240,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",CORROSION FAILURE,INTERNAL CORROSION,1
3/12/2020,2020,ORIGINAL FINAL,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",OWENSBORO,KY,NATURAL GAS,7164,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,REGULATOR/CONTROL VALVE,,,0,,UNKNOWN,1996,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,363,NO,0,11606,0,500,0,1.62,12106,0,0,0,0,NO,585,142000,690,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
3/4/2020,2020,ORIGINAL FINAL,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TULSA,OK,NATURAL GAS,10.368,1861,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,3,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",VALVE,,,0,,1952,1952,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 2 LOCATION,NO,578,NO,0,22,3860,59172,0,2.074,63054,0,0,0,0,NO,640,48000,780,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,1
3/6/2020,2020,ORIGINAL FINAL,31728,"GULF SOUTH PIPELINE COMPANY, LLC",HOUSTON,TX,NATURAL GAS,1,80,NO,0,NO,0,YES,2/19/2020 9:00,2/19/2020 18:00,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",OTHER,,,0,,1931,1931,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 3 LOCATION,NO,137,NO,1500,2,150,90000,1200,1.88,92852,0,0,0,0,NO,275,11000,480,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,1
3/3/2020,2020,SUPPLEMENTAL FINAL,6660,GREAT LAKES GAS TRANSMISSION CO,HOUSTON,TX,NATURAL GAS,672,852,NO,0,NO,0,YES,2/2/2020 10:13,2/12/2020 11:43,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,72,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,"WELD/FUSION, INCLUDING HEAT-AFFECTED ZONE",2.375,US STEEL,COAL TAR,YES,1990,UNKNOWN,CARBON STEEL,LEAK,,,CRACK,CLASS 1 LOCATION,NO,52,NO,0,1680,2130,549327,0,2.5,567137,0,0,0,0,NO,826,0,974,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",1
2/28/2020,2020,SUPPLEMENTAL FINAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,232.6,8.45,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER PAVEMENT,45,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,10,US STEEL- NATIONAL TUBE,COAL TAR,UNKNOWN,1972,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 2 LOCATION,NO,227,NO,0,556,20,1492283,0,2.39,1492859,0,0,0,0,NO,702,29.14,936,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
2/20/2020,2020,ORIGINAL FINAL,39193,"ROVER PIPELINE, LLC",HOUSTON,TX,NATURAL GAS,15620,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2017,2015,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 1 LOCATION,NO,107,NO,0,27491,0,1874,240,1.76,29605,0,0,0,0,NO,1172,264,1500,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,1
2/23/2020,2020,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,JACKSON,MI,NATURAL GAS,2220,28,NO,0,NO,0,YES,1/27/2020 0:00,2/1/2020 13:47,NO,VALVE CLOSURE,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,120,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,UNKNOWN,WAX,UNKNOWN,1956,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 3 LOCATION,NO,165,NO,0,6416,81,55651,996,2.89,63144,0,0,0,0,NO,382,7716,400,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",CORROSION FAILURE,EXTERNAL CORROSION,1
2/20/2020,2020,SUPPLEMENTAL FINAL,15518,PIEDMONT NATURAL GAS CO INC,CHARLOTTE,NC,NATURAL GAS,0.5,0.025,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,60,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,12,UNKNOWN,EPOXY,UNKNOWN,1992,UNKNOWN,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,,NO,0,45,2,626000,210,89,626257,0,0,0,0,NO,477,477,477,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,1
2/18/2020,2020,SUPPLEMENTAL FINAL,15105,PANHANDLE EASTERN PIPELINE CO,HOUSTON,TX,NATURAL GAS,25882,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2016,UNKNOWN,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,137,NO,0,48658,0,1465,497,1.88,50620,0,0,0,0,NO,815,220,898,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
2/12/2020,2020,SUPPLEMENTAL FINAL,2620,"COLUMBIA GULF TRANSMISSION, LLC",HOUSTON ,TX,NATURAL GAS,668,2791.87,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,OTHER,102,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",OTHER,,,0,,2006,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,765,NO,0,1597,6673,1927000,545000,2.39,2480270,0,0,0,0,NO,828,8450,1037,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,1
2/3/2020,2020,SUPPLEMENTAL FINAL,32166,"SEMGAS, L.P.",HOUSTON,TX,NATURAL GAS,1078,1004,NO,0,NO,0,YES,1/8/2020 11:40,1/14/2020 17:38,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,60,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,16,PARAGON,EPOXY,YES,2014,2014,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,385,NO,5000,2307,2149,53650,0,2.14,63106,0,0,0,0,NO,880,0,1216,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",MATERIAL FAILURE OF PIPE OR WELD,ORIGINAL MANUFACTURING-RELATED (NOT GIRTH WELD OR OTHER WELDS FORMED IN THE FIELD),1
5/6/2020,2020,SUPPLEMENTAL FINAL,31994,"PANTHER OPERATING COMPANY, LLC",HOUSTON,TX,NATURAL GAS,132.409,0,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,24,UNKNOWN,EPOXY,UNKNOWN,1997,1997,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,628,NO,0,352,0,265000,3000,2.657,268352,0,0,0,0,NO,670,15489,1480,PRESSURE DID NOT EXCEED MAOP,OFFSHORE GATHERING,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
1/30/2020,2019,SUPPLEMENTAL FINAL,2731,CHEVRON PIPE LINE CO,HOUSTON,TX,NATURAL GAS,173.3,0,NO,0,NO,0,,,,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,54,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,30,UNKNOWN,CEMENT,NO,UNKNOWN,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,330,NO,0,1603,0,320000,0,9.25,628638,0,0,0,0,NO,850,0,1404,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",CORROSION FAILURE,INTERNAL CORROSION,1
1/21/2020,2019,SUPPLEMENTAL FINAL,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),HOUSTON,TX,NATURAL GAS,22510,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,1984,1984,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,663,NO,0,52899,0,1520,585,2.35,55004,0,0,0,0,NO,647,220000,712,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/17/2020,2019,SUPPLEMENTAL FINAL,12408,DTE GAS COMPANY,DETROIT,MI,NATURAL GAS,0,67,NO,0,NO,0,YES,12/20/2019 5:30,12/28/2019 20:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,DEHYDRATOR/DRIER/TREATER/SCRUBBER,,,0,,2001,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,478,NO,0,0,177,150000,5000,2.6418,155177,0,0,0,0,NO,1000,76.08,1200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,1
1/9/2020,2019,SUPPLEMENTAL FINAL,32099,ENERGY TRANSFER COMPANY,HOUSTON,TX,NATURAL GAS,6156,0,NO,0,NO,0,YES,12/17/2019 16:05,12/17/2019 16:40,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2007,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,581,NO,0,14159,0,1400,0,2.3,15559,0,0,0,0,NO,674.24,0,1100,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/9/2020,2019,SUPPLEMENTAL FINAL,31451,KINDER MORGAN TEXAS PIPELINE CO,HOUSTON,TX,NATURAL GAS,30,1,NO,0,NO,0,YES,12/12/2019 14:00,2/5/2020 7:45,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,60,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,REGULATOR/CONTROL VALVE,,,0,,UNKNOWN,UNKNOWN,CARBON STEEL,LEAK,,,SEAL OR PACKING,CLASS 1 LOCATION,NO,193,NO,0,66,2,126165,904,2.1935,127137,0,0,0,0,NO,700,930,780,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,1
12/26/2019,2019,SUPPLEMENTAL FINAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,7890,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,UNKNOWN,,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,785,NO,0,18857,0,0,0,,18857,,,,,,673,,1000,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
12/19/2019,2019,ORIGINAL FINAL,19270,"TEXAS GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,6468,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,UNKNOWN,,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,NO,383,NO,0,16280,0,70,300,,16650,,,,,,630,,770,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/8/2020,2019,SUPPLEMENTAL FINAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,2064,0,NO,0,NO,0,YES,12/12/2019 18:45,12/8/2020 10:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,PIPE,4,UNKNOWN,PAINT,YES,1951,UNKNOWN,CARBON STEEL,LEAK,,,CRACK,CLASS 2 LOCATION,NO,110,NO,10000,4396,0,1780000,0,2.13,1794396,1,0,1,1,NO,220,1690,300,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
